"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-19",1.1,1.2,"Incidence","Black","Male","Hodgkin Lymphoma","2009",82,7049084
"0-19",1.1,1.1,"Incidence","Black","Male","Hodgkin Lymphoma","2010",76,7051123
"0-19",1,1,"Incidence","Black","Male","Hodgkin Lymphoma","2011",72,7018928
"0-19",0.9,0.9,"Incidence","Black","Male","Hodgkin Lymphoma","2012",66,6984254
"0-19",1.2,1.2,"Incidence","Black","Male","Hodgkin Lymphoma","2013",83,6955133
"0-19",1.2,1.2,"Incidence","Black","Male","Hodgkin Lymphoma","2013-2017",401,34778312
"0-19",1.2,1.2,"Incidence","Black","Male","Hodgkin Lymphoma","2014",81,6940903
"0-19",1.2,1.2,"Incidence","Black","Male","Hodgkin Lymphoma","2015",82,6944936
"0-19",1.2,1.1,"Incidence","Black","Male","Hodgkin Lymphoma","2016",80,6963276
"0-19",1.1,1.1,"Incidence","Black","Male","Hodgkin Lymphoma","2017",75,6974064
"0-19",0.7,0.7,"Incidence","Black","Male","Kidney and Renal Pelvis","1999",42,6278107
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2000",58,6340366
"0-19",0.7,0.7,"Incidence","Black","Male","Kidney and Renal Pelvis","2001",48,6477063
"0-19",0.7,0.7,"Incidence","Black","Male","Kidney and Renal Pelvis","2002",46,6518746
"0-19",0.7,0.7,"Incidence","Black","Male","Kidney and Renal Pelvis","2003",48,6745738
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2004",63,6788131
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2005",52,6835676
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2006",62,6889182
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2007",53,6956319
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2008",59,7012917
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2009",61,7049084
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2010",55,7051123
"0-19",0.7,0.7,"Incidence","Black","Male","Kidney and Renal Pelvis","2011",51,7018928
"0-19",0.6,0.6,"Incidence","Black","Male","Kidney and Renal Pelvis","2012",42,6984254
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2013",64,6955133
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2013-2017",284,34778312
"0-19",0.8,0.8,"Incidence","Black","Male","Kidney and Renal Pelvis","2014",55,6940903
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2015",65,6944936
"0-19",0.6,0.6,"Incidence","Black","Male","Kidney and Renal Pelvis","2016",39,6963276
"0-19",0.9,0.9,"Incidence","Black","Male","Kidney and Renal Pelvis","2017",61,6974064
"0-19",2.9,2.9,"Incidence","Black","Male","Leukemia","1999",179,6278107
"0-19",2.4,2.4,"Incidence","Black","Male","Leukemia","2000",155,6340366
"0-19",2.4,2.4,"Incidence","Black","Male","Leukemia","2001",158,6477063
"0-19",2.7,2.7,"Incidence","Black","Male","Leukemia","2002",177,6518746
"0-19",3,3,"Incidence","Black","Male","Leukemia","2003",202,6745738
"0-19",3.1,3.1,"Incidence","Black","Male","Leukemia","2004",213,6788131
"0-19",3.2,3.1,"Incidence","Black","Male","Leukemia","2005",215,6835676
"0-19",3.2,3.1,"Incidence","Black","Male","Leukemia","2006",217,6889182
"0-19",3.2,3.2,"Incidence","Black","Male","Leukemia","2007",220,6956319
"0-19",2.8,2.8,"Incidence","Black","Male","Leukemia","2008",198,7012917
"0-19",3,3,"Incidence","Black","Male","Leukemia","2009",211,7049084
"0-19",3.5,3.5,"Incidence","Black","Male","Leukemia","2010",245,7051123
"0-19",3.4,3.3,"Incidence","Black","Male","Leukemia","2011",235,7018928
"0-19",3.2,3.2,"Incidence","Black","Male","Leukemia","2012",224,6984254
"0-19",2.8,2.8,"Incidence","Black","Male","Leukemia","2013",197,6955133
"0-19",3,3,"Incidence","Black","Male","Leukemia","2013-2017",1038,34778312
"0-19",3,3,"Incidence","Black","Male","Leukemia","2014",207,6940903
"0-19",3,3,"Incidence","Black","Male","Leukemia","2015",209,6944936
"0-19",3.2,3.2,"Incidence","Black","Male","Leukemia","2016",223,6963276
"0-19",2.9,2.9,"Incidence","Black","Male","Leukemia","2017",202,6974064
"0-19",1.2,1.2,"Incidence","Black","Male","Non-Hodgkin Lymphoma","1999",74,6278107
"0-19",1,1,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2000",66,6340366
"0-19",1.2,1.2,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2001",75,6477063
"0-19",1.1,1.1,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2002",73,6518746
"0-19",1.3,1.3,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2003",85,6745738
"0-19",1.5,1.5,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2004",103,6788131
"0-19",1.5,1.5,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2005",105,6835676
"0-19",1.5,1.5,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2006",103,6889182
"0-19",1.4,1.4,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2007",96,6956319
"0-19",1.6,1.6,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2008",112,7012917
"0-19",1.3,1.3,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2009",94,7049084
"0-19",1.4,1.4,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2010",98,7051123
"0-19",1.3,1.4,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2011",95,7018928
"0-19",1.5,1.5,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2012",105,6984254
"0-19",1.3,1.3,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2013",88,6955133
"0-19",1.6,1.5,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2013-2017",538,34778312
"0-19",1.7,1.7,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2014",118,6940903
"0-19",1.7,1.7,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2015",115,6944936
"0-19",1.8,1.8,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2016",123,6963276
"0-19",1.4,1.3,"Incidence","Black","Male","Non-Hodgkin Lymphoma","2017",94,6974064
"0-19",2.5,2.5,"Incidence","Black","Male","Other","1999",154,6278107
"0-19",2.6,2.6,"Incidence","Black","Male","Other","2000",165,6340366
"0-19",2.9,2.9,"Incidence","Black","Male","Other","2001",185,6477063
"0-19",2.8,2.8,"Incidence","Black","Male","Other","2002",183,6518746
"0-19",3.2,3.2,"Incidence","Black","Male","Other","2003",215,6745738
"0-19",2.6,2.6,"Incidence","Black","Male","Other","2004",179,6788131
"0-19",3,3,"Incidence","Black","Male","Other","2005",205,6835676
"0-19",3,3,"Incidence","Black","Male","Other","2006",208,6889182
"0-19",3,3.1,"Incidence","Black","Male","Other","2007",215,6956319
"0-19",3.6,3.7,"Incidence","Black","Male","Other","2008",257,7012917
"0-19",2.9,2.9,"Incidence","Black","Male","Other","2009",207,7049084
"0-19",3.2,3.3,"Incidence","Black","Male","Other","2010",230,7051123
"0-19",2.9,3,"Incidence","Black","Male","Other","2011",209,7018928
"0-19",3.2,3.2,"Incidence","Black","Male","Other","2012",223,6984254
"0-19",3.4,3.4,"Incidence","Black","Male","Other","2013",236,6955133
"0-19",3.4,3.4,"Incidence","Black","Male","Other","2013-2017",1183,34778312
"0-19",3.3,3.4,"Incidence","Black","Male","Other","2014",234,6940903
"0-19",3.5,3.5,"Incidence","Black","Male","Other","2015",244,6944936
"0-19",3.8,3.8,"Incidence","Black","Male","Other","2016",265,6963276
"0-19",2.9,2.9,"Incidence","Black","Male","Other","2017",204,6974064
"0-19",0.6,0.6,"Incidence","Black","Male","Soft Tissue","1999",40,6278107
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2000",58,6340366
"0-19",1.1,1.1,"Incidence","Black","Male","Soft Tissue","2001",72,6477063
"0-19",0.7,0.7,"Incidence","Black","Male","Soft Tissue","2002",46,6518746
"0-19",0.8,0.9,"Incidence","Black","Male","Soft Tissue","2003",58,6745738
"0-19",0.8,0.9,"Incidence","Black","Male","Soft Tissue","2004",58,6788131
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2005",61,6835676
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2006",63,6889182
"0-19",1,1,"Incidence","Black","Male","Soft Tissue","2007",70,6956319
"0-19",1,1,"Incidence","Black","Male","Soft Tissue","2008",70,7012917
"0-19",1.1,1.1,"Incidence","Black","Male","Soft Tissue","2009",77,7049084
"0-19",1.3,1.3,"Incidence","Black","Male","Soft Tissue","2010",91,7051123
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2011",63,7018928
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2012",65,6984254
"0-19",1.2,1.2,"Incidence","Black","Male","Soft Tissue","2013",83,6955133
"0-19",1,1,"Incidence","Black","Male","Soft Tissue","2013-2017",351,34778312
"0-19",0.8,0.8,"Incidence","Black","Male","Soft Tissue","2014",58,6940903
"0-19",1,1,"Incidence","Black","Male","Soft Tissue","2015",67,6944936
"0-19",1.1,1.1,"Incidence","Black","Male","Soft Tissue","2016",77,6963276
"0-19",0.9,0.9,"Incidence","Black","Male","Soft Tissue","2017",66,6974064
"0-19",1.6,1.6,"Incidence","Black","Male and Female","Acute Lymphocytic","1999",200,12374614
"0-19",1.5,1.5,"Incidence","Black","Male and Female","Acute Lymphocytic","2000",190,12488760
"0-19",1.6,1.6,"Incidence","Black","Male and Female","Acute Lymphocytic","2001",207,12745732
"0-19",1.5,1.5,"Incidence","Black","Male and Female","Acute Lymphocytic","2002",198,12824421
"0-19",1.5,1.5,"Incidence","Black","Male and Female","Acute Lymphocytic","2003",200,13277643
"0-19",1.7,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2004",229,13362607
"0-19",1.8,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2005",235,13454915
"0-19",1.8,1.8,"Incidence","Black","Male and Female","Acute Lymphocytic","2006",242,13558892
"0-19",2,1.9,"Incidence","Black","Male and Female","Acute Lymphocytic","2007",264,13686950
"0-19",1.7,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2008",229,13796592
"0-19",1.9,1.9,"Incidence","Black","Male and Female","Acute Lymphocytic","2009",259,13867616
"0-19",2,2,"Incidence","Black","Male and Female","Acute Lymphocytic","2010",276,13866923
"0-19",1.8,1.8,"Incidence","Black","Male and Female","Acute Lymphocytic","2011",248,13797161
"0-19",1.9,1.9,"Incidence","Black","Male and Female","Acute Lymphocytic","2012",264,13730032
"0-19",1.6,1.6,"Incidence","Black","Male and Female","Acute Lymphocytic","2013",219,13678672
"0-19",1.7,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2013-2017",1162,68418297
"0-19",1.7,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2014",231,13653676
"0-19",1.7,1.7,"Incidence","Black","Male and Female","Acute Lymphocytic","2015",227,13663026
"0-19",1.9,1.9,"Incidence","Black","Male and Female","Acute Lymphocytic","2016",260,13700859
"0-19",1.6,1.6,"Incidence","Black","Male and Female","Acute Lymphocytic","2017",225,13722064
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","1999",86,12374614
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Acute Myeloid","2000",74,12488760
"0-19",0.5,0.5,"Incidence","Black","Male and Female","Acute Myeloid","2001",63,12745732
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2002",84,12824421
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Acute Myeloid","2003",100,13277643
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2004",87,13362607
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Acute Myeloid","2005",82,13454915
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Acute Myeloid","2006",104,13558892
"0-19",0.5,0.5,"Incidence","Black","Male and Female","Acute Myeloid","2007",68,13686950
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Acute Myeloid","2008",107,13796592
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Acute Myeloid","2009",78,13867616
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Acute Myeloid","2010",84,13866923
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2011",96,13797161
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Acute Myeloid","2012",84,13730032
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2013",97,13678672
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2013-2017",494,68418297
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2014",90,13653676
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Acute Myeloid","2015",105,13663026
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Acute Myeloid","2016",96,13700859
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Acute Myeloid","2017",106,13722064
"0-19",11.8,11.7,"Incidence","Black","Male and Female","All Cancer Sites Combined","1999",1442,12374614
"0-19",11.5,11.4,"Incidence","Black","Male and Female","All Cancer Sites Combined","2000",1429,12488760
"0-19",11.9,11.8,"Incidence","Black","Male and Female","All Cancer Sites Combined","2001",1509,12745732
"0-19",12,11.9,"Incidence","Black","Male and Female","All Cancer Sites Combined","2002",1529,12824421
"0-19",12.8,12.8,"Incidence","Black","Male and Female","All Cancer Sites Combined","2003",1700,13277643
"0-19",13.1,13.1,"Incidence","Black","Male and Female","All Cancer Sites Combined","2004",1754,13362607
"0-19",13.1,13.2,"Incidence","Black","Male and Female","All Cancer Sites Combined","2005",1771,13454915
"0-19",12.9,13,"Incidence","Black","Male and Female","All Cancer Sites Combined","2006",1764,13558892
"0-19",13,13.1,"Incidence","Black","Male and Female","All Cancer Sites Combined","2007",1794,13686950
"0-19",14,14.1,"Incidence","Black","Male and Female","All Cancer Sites Combined","2008",1946,13796592
"0-19",13.2,13.4,"Incidence","Black","Male and Female","All Cancer Sites Combined","2009",1853,13867616
"0-19",13.9,14,"Incidence","Black","Male and Female","All Cancer Sites Combined","2010",1940,13866923
"0-19",13.4,13.4,"Incidence","Black","Male and Female","All Cancer Sites Combined","2011",1853,13797161
"0-19",13.7,13.8,"Incidence","Black","Male and Female","All Cancer Sites Combined","2012",1889,13730032
"0-19",13.8,13.9,"Incidence","Black","Male and Female","All Cancer Sites Combined","2013",1898,13678672
"0-19",13.7,13.7,"Incidence","Black","Male and Female","All Cancer Sites Combined","2013-2017",9375,68418297
"0-19",13.6,13.6,"Incidence","Black","Male and Female","All Cancer Sites Combined","2014",1859,13653676
"0-19",13.8,13.9,"Incidence","Black","Male and Female","All Cancer Sites Combined","2015",1894,13663026
"0-19",13.9,13.9,"Incidence","Black","Male and Female","All Cancer Sites Combined","2016",1906,13700859
"0-19",13.2,13.2,"Incidence","Black","Male and Female","All Cancer Sites Combined","2017",1818,13722064
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Bones and Joints","1999",96,12374614
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Bones and Joints","2000",77,12488760
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2001",88,12745732
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2002",93,12824421
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2003",93,13277643
"0-19",0.9,0.9,"Incidence","Black","Male and Female","Bones and Joints","2004",122,13362607
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Bones and Joints","2005",109,13454915
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Bones and Joints","2006",106,13558892
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2007",95,13686950
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2008",99,13796592
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2009",96,13867616
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Bones and Joints","2010",110,13866923
"0-19",0.6,0.6,"Incidence","Black","Male and Female","Bones and Joints","2011",86,13797161
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2012",102,13730032
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2013",99,13678672
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2013-2017",495,68418297
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2014",95,13653676
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Bones and Joints","2015",104,13663026
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2016",100,13700859
"0-19",0.7,0.7,"Incidence","Black","Male and Female","Bones and Joints","2017",97,13722064
"0-19",2.1,2.1,"Incidence","Black","Male and Female","Brain and Other Nervous System","1999",259,12374614
"0-19",2.3,2.3,"Incidence","Black","Male and Female","Brain and Other Nervous System","2000",288,12488760
"0-19",2.2,2.1,"Incidence","Black","Male and Female","Brain and Other Nervous System","2001",274,12745732
"0-19",2.3,2.3,"Incidence","Black","Male and Female","Brain and Other Nervous System","2002",293,12824421
"0-19",2.2,2.2,"Incidence","Black","Male and Female","Brain and Other Nervous System","2003",295,13277643
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2004",330,13362607
"0-19",2.3,2.3,"Incidence","Black","Male and Female","Brain and Other Nervous System","2005",309,13454915
"0-19",2.3,2.3,"Incidence","Black","Male and Female","Brain and Other Nervous System","2006",312,13558892
"0-19",2.2,2.2,"Incidence","Black","Male and Female","Brain and Other Nervous System","2007",299,13686950
"0-19",2.8,2.8,"Incidence","Black","Male and Female","Brain and Other Nervous System","2008",382,13796592
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2009",341,13867616
"0-19",2.7,2.7,"Incidence","Black","Male and Female","Brain and Other Nervous System","2010",369,13866923
"0-19",2.7,2.7,"Incidence","Black","Male and Female","Brain and Other Nervous System","2011",366,13797161
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2012",341,13730032
"0-19",2.6,2.6,"Incidence","Black","Male and Female","Brain and Other Nervous System","2013",359,13678672
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2013-2017",1736,68418297
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2014",337,13653676
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2015",344,13663026
"0-19",2.5,2.5,"Incidence","Black","Male and Female","Brain and Other Nervous System","2016",346,13700859
"0-19",2.5,2.6,"Incidence","Black","Male and Female","Brain and Other Nervous System","2017",350,13722064
"0-19",0.9,0.9,"Incidence","Black","Male and Female","Hodgkin Lymphoma","1999",107,12374614
"0-19",1,0.9,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2000",116,12488760
"0-19",0.8,0.8,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2001",107,12745732
"0-19",0.9,0.9,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2002",116,12824421
"0-19",0.9,0.9,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2003",126,13277643
"0-19",0.9,1,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2004",127,13362607
"0-19",1.1,1.2,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2005",156,13454915
"0-19",0.9,0.9,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2006",126,13558892
"0-19",0.9,1,"Incidence","Black","Male and Female","Hodgkin Lymphoma","2007",132,13686950
